"ID";"PLI_mean_theta";"Lw_theta";"Lw_mean_theta";"Lw_normalized_theta";"Cw_theta";"Cw_mean_theta";"Cw_normalized_theta";"PLI_mean_alpha";"Lw_alpha";"Lw_mean_alpha";"Lw_normalized_alpha";"Cw_alpha";"Cw_mean_alpha";"Cw_normalized_alpha";"PLI_mean_alpha_1";"Lw_alpha_1";"Lw_mean_alpha_1";"Lw_normalized_alpha_1";"Cw_alpha_1";"Cw_mean_alpha_1";"Cw_normalized_alpha_1";"PLI_mean_alpha_2";"Lw_alpha_2";"Lw_mean_alpha_2";"Lw_normalized_alpha_2";"Cw_alpha_2";"Cw_mean_alpha_2";"Cw_normalized_alpha_2";"PLI_mean_beta_1";"Lw_beta_1";"Lw_mean_beta_1";"Lw_normalized_beta_1";"Cw_beta_1";"Cw_mean_beta_1";"Cw_normalized_beta_1";"PLI_mean_beta_2";"Lw_beta_2";"Lw_mean_beta_2";"Lw_normalized_beta_2";"Cw_beta_2";"Cw_mean_beta_2";"Cw_normalized_beta_2";"pcrvtot";"pure_IQ"
1253;0,445945;2,28753;2,2039;1,03794;0,44586;0,441595;1,00966;0,444673;2,29432;2,21048;1,03793;0,4442;0,440181;1,00913;0,536154;1,89111;1,8801;1,00585;0,532317;0,53202;1,00056;0,459249;2,21894;2,17382;1,02076;0,456746;0,454681;1,00454;0,407549;2,50481;2,30186;1,08817;0,412287;0,403521;1,02173;0,397039;2,50798;2,26403;1,10775;0,413847;0,395183;1,04723;7;-8,87185342814138
1258;0,443615;2,29774;2,19011;1,04914;0,445472;0,439343;1,01395;0,53861;1,88223;1,86471;1,00939;0,541386;0,535699;1,01062;0,624186;1,61754;1,61149;1,00376;0,624877;0,621728;1,00507;0,462226;2,20415;2,16181;1,01958;0,459761;0,45783;1,00422;0,377797;2,66921;2,45017;1,0894;0,378171;0,372713;1,01464;0,357429;2,80044;2,54607;1,09991;0,355754;0,35145;1,01225;15;-1,45369457275826
1264;0,418821;2,44272;2,35121;1,03892;0,414894;0,413189;1,00413;0,446566;2,28572;2,19836;1,03974;0,44944;0,44276;1,01509;0,501285;2,02795;2,01392;1,00697;0,496126;0,496608;0,999029;0,49927;2,0364;2,01326;1,0115;0,500018;0,495587;1,00894;0,356579;2,85459;2,59762;1,09893;0,355218;0,351041;1,0119;0,327349;3,1074;2,77241;1,12083;0,325907;0,321337;1,01422;9;-5,70817113890763
1269;0,384604;2,66665;2,55268;1,04465;0,378545;0,378899;0,999064;0,437231;2,33466;2,2532;1,03615;0,434653;0,432412;1,00518;0,494545;2,05541;2,04138;1,00687;0,489151;0,489855;0,998563;0,484384;2,09996;2,07344;1,01279;0,481066;0,479897;1,00244;0,375682;2,70382;2,48021;1,09016;0,375953;0,370546;1,01459;0,326531;3,07522;2,7836;1,10476;0,32324;0,320378;1,00893;18;-0,199218006608885
1271;0,406352;2,51884;2,43593;1,03404;0,403316;0,401277;1,00508;0,391749;2,61391;2,48843;1,05043;0,389573;0,386501;1,00795;0,484841;2,09792;2,0834;1,00697;0,478906;0,479988;0,997746;0,436093;2,34114;2,30764;1,01452;0,430992;0,430944;1,00011;0,356608;2,84696;2,62056;1,08639;0,357218;0,351544;1,01614;0,336512;2,96815;2,70088;1,09896;0,338748;0,331571;1,02165;12;-5,03553571737513
1273;0,4006;2,55627;2,44935;1,04365;0,395686;0,394788;1,00227;0,447412;2,27977;2,23971;1,01789;0,442763;0,442216;1,00124;0,503203;2,01891;2,00593;1,00647;0,496905;0,498468;0,996866;0,503341;2,01834;2,00454;1,00688;0,49813;0,49883;0,998596;0,358754;2,82952;2,57619;1,09833;0,356607;0,352509;1,01163;0,354309;2,82517;2,53923;1,11261;0,357185;0,348355;1,02535;21;3,96446428262487
1274;0,389132;2,63509;2,55202;1,03255;0,383206;0,383761;0,998552;0,502759;2,02075;2,00281;1,00896;0,501157;0,49887;1,00458;0,505652;2,00882;1,99649;1,00617;0,500424;0,501167;0,998518;0,550718;1,83963;1,83033;1,00508;0,548065;0,547022;1,00191;0,353821;2,87061;2,6444;1,08554;0,351399;0,347996;1,00978;0,336647;3,031;2,79061;1,08614;0,334493;0,331139;1,01013;17;-0,0355357173751335
1279;0,40979;2,49718;2,40646;1,0377;0,410879;0,405326;1,0137;0,548869;1,84601;1,82038;1,01408;0,559473;0,547779;1,02135;0,543303;1,86549;1,8549;1,00571;0,543808;0,540214;1,00665;0,60204;1,67863;1,67082;1,00467;0,609463;0,600692;1,0146;0,334951;3,06052;2,79017;1,09689;0,336421;0,329629;1,0206;0,319919;3,17922;2,85374;1,11405;0,322019;0,314396;1,02425;21;3,96446428262487
1280;0,401439;2,55086;2,45058;1,04092;0,398279;0,395985;1,00579;0,575329;1,75874;1,74278;1,00916;0,582841;0,573164;1,01688;0,530568;1,91162;1,8998;1,00622;0,528749;0,526861;1,00358;0,62598;1,61279;1,60675;1,00376;0,630509;0,623784;1,01078;0,375622;2,69626;2,41313;1,11733;0,388018;0,372255;1,04234;0,368993;2,73086;2,42845;1,12453;0,382862;0,365425;1,04772;22;6,70998771647549
1282;0,465061;2,1896;2,09841;1,04346;0,470425;0,462108;1,018;0,643026;1,56897;1,55598;1,00835;0,660699;0,644038;1,02587;0,666487;1,51242;1,50753;1,00324;0,678595;0,666518;1,01812;0,640626;1,575;1,56965;1,00341;0,649029;0,639883;1,01429;0,376665;2,68454;2,47378;1,0852;0,380207;0,372583;1,02046;0,339366;2,97555;2,7138;1,09645;0,339673;0,334055;1,01682;12;-5,61737686199201
1283;0,424891;2,40503;2,29212;1,04926;0,425562;0,420347;1,01241;0,511918;1,98342;1,90939;1,03877;0,523739;0,510381;1,02617;0,554309;1,82737;1,8167;1,00587;0,556238;0,551561;1,00848;0,574676;1,7608;1,74425;1,00948;0,583927;0,573287;1,01856;0,383998;2,62352;2,39463;1,09559;0,388129;0,379525;1,02267;0,349125;2,88151;2,61726;1,10096;0,351059;0,34376;1,02123;28;12,1281465718586
1284;0,444087;2,29701;2,19424;1,04683;0,446622;0,439942;1,01518;0,501732;2,02498;1,95666;1,03492;0,506361;0,498206;1,01637;0,54018;1,87659;1,8612;1,00827;0,540151;0,53652;1,00677;0,608211;1,66115;1,65412;1,00425;0,609325;0,605304;1,00664;0,374061;2,68757;2,43059;1,10573;0,379292;0,369213;1,0273;0,359266;2,7835;2,50267;1,11221;0,364268;0,354081;1,02877;27;9,96446428262487
